Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8400941491127014,0.84431549864423,0.7631674989791675,0.7870899493009756,535796800
2000-01-04,0.7692656517028809,0.8302434387573078,0.7594151032056136,0.8124192928051976,512377600
2000-01-05,0.7805225849151611,0.8297745344167374,0.7730180360241728,0.7786464351670466,778321600
2000-01-06,0.7129776477813721,0.803038173150993,0.7129776477813721,0.7964716721362609,767972800
2000-01-07,0.7467505931854248,0.7580082956596595,0.7167307379743659,0.7242352884399162,460734400
2000-01-10,0.733616828918457,0.7673889861737625,0.7111015229990998,0.7655128359341906,505064000
2000-01-11,0.69609135389328,0.7458123509768227,0.6792053055481009,0.720013802656639,441548800
2000-01-12,0.6543450355529785,0.7167308036164595,0.6491847829907419,0.7129776512640409,976068800
2000-01-13,0.7261114120483398,0.741121365191803,0.6942154056602419,0.7091076704220981,1032684800
2000-01-14,0.7537859082221985,0.7673887064467647,0.7458123101866503,0.7505026590251218,390376000
2000-01-18,0.7800535559654236,0.7955333564810531,0.7537859574272584,0.7580081083519568,459177600
2000-01-19,0.7997548580169678,0.8161719108509258,0.7758324029480635,0.7927185058455951,597643200
2000-01-20,0.8518208265304565,0.9118605202568624,0.8518208265304565,0.8668307249113247,1831132800
2000-01-21,0.8354038596153259,0.8574493601138709,0.8269604084247622,0.8574493601138709,495924800
2000-01-24,0.79740971326828,0.8461917719333815,0.7889662108493657,0.8138267161112364,440876800
2000-01-25,0.8424394726753235,0.8490068750386435,0.7683278585872426,0.7880281618209156,497145600
2000-01-26,0.826960563659668,0.8569804709799062,0.8236773633188659,0.8255534634846146,367158400
2000-01-27,0.8255531191825867,0.8480684661452137,0.8030378223214225,0.8166406200318734,340144000
2000-01-28,0.7626985907554626,0.8321199031467528,0.7551940403401564,0.8119506003625363,423348800
2000-01-31,0.7786465883255005,0.7795846884348155,0.7092253264814362,0.7580082857176111,701680000
2000-02-01,0.7523787617683411,0.7880279081495156,0.750502662305923,0.7805225082705414,318035200
2000-02-02,0.7415902614593506,0.7664507620581923,0.7279874112637873,0.756132013235965,464195200
2000-02-03,0.7753633260726929,0.7823996775460846,0.7523789233094257,0.7528479733264711,475193600
2000-02-04,0.8105435967445374,0.8255535009849903,0.7777086358574536,0.780053836323395,425320000
2000-02-07,0.8560421466827393,0.8574492965908831,0.7950643480249296,0.8105433477248081,441067200
2000-02-08,0.8621407151222229,0.8715213160637078,0.8349350084137676,0.8555733124741088,408643200
2000-02-09,0.8452535271644592,0.8790265290314296,0.8438464774079987,0.8565112278544311,299364800
2000-02-10,0.8518208265304565,0.8546350259097861,0.8255531787044044,0.8471304274296183,302982400
2000-02-11,0.8161720633506775,0.8565115286893891,0.8124197623439428,0.8527592276826544,212251200
2000-02-14,0.8691760897636414,0.8696451398102607,0.8152337812565652,0.8203931814649411,367539200
2000-02-15,0.8930984735488892,0.9001348249111262,0.864485721540458,0.8649547715500937,485744000
2000-02-16,0.8565111756324768,0.8865318759802653,0.8415012763718084,0.8837168748124695,378246400
2000-02-17,0.8621407151222229,0.8668310155929654,0.8490069118556629,0.8644858653575942,289497600
2000-02-18,0.8349348902702332,0.8658927928935433,0.8321198386203071,0.860264393043886,233441600
2000-02-22,0.8541660904884338,0.8776194919778396,0.8006927880099075,0.8264913893641286,422296000
2000-02-23,0.8724592328071594,0.8930984343548731,0.8330578312915033,0.8498270948714431,473099200
2000-02-24,0.8646025657653809,0.8940365814114336,0.8386871266431151,0.8804337302008605,376432000
2000-02-25,0.8283675312995911,0.8780885866673656,0.8264914314340099,0.8616715354588483,249144000
2000-02-28,0.8499445915222168,0.8630783898392401,0.8133574459351052,0.8264912442521285,328328000
2000-02-29,0.8602643609046936,0.8799646614690713,0.8447846085477358,0.8522899096228536,368961600
2000-03-01,0.977998673915863,0.9911324742475475,0.8893461228946592,0.889815172877513,1077003200
2000-03-02,0.9156137704849243,0.9601746233722513,0.9057632193254131,0.953139073674748,311259200
2000-03-03,0.9606435894966125,0.9624029529148886,0.9006038849558838,0.9371901869269409,323366400
2000-03-06,0.9432886242866516,0.9690871790727964,0.9381283722334367,0.9456337743711878,210560000
2000-03-07,0.92218017578125,0.9564222256207554,0.9090463761208085,0.9489168250610144,273011200
2000-03-08,0.9156137704849243,0.9301547215104209,0.8898152184821857,0.9221802701755341,271230400
2000-03-09,0.9174904823303223,0.9381287943495724,0.8874705637220189,0.9071708754071726,276718400
2000-03-10,0.9437577724456787,0.9601748267735519,0.9081085615286297,0.9132688141182416,248606400
2000-03-13,0.9104538559913635,0.9493862191248374,0.8968510014416873,0.9165521088847711,303956800
2000-03-14,0.8574494123458862,0.932499922652194,0.8555732122150755,0.9097500441380402,428579200
2000-03-15,0.8724592328071594,0.9024799351506274,0.8565112325705788,0.8677689333225382,443609600
2000-03-16,0.9123297333717346,0.9156137848923113,0.8593254785115432,0.8804337311833891,378100800
2000-03-17,0.9381283521652222,0.9381283521652222,0.8977888456476903,0.9015420476510801,305043200
2000-03-20,0.9231182932853699,0.9475096932354078,0.9184278938101365,0.9268713944484981,204489600
2000-03-21,1.0127098560333252,1.0263126072268027,0.9127995964626262,0.9198351463591113,524328000
2000-03-22,1.082130789756775,1.0835387410857868,0.9873800041010146,0.996527028303481,567996800
2000-03-23,1.0605547428131104,1.128568904804428,1.0507041906201267,1.065714093024334,562564800
2000-03-24,1.0408536195755005,1.0802550260101282,1.0169311653208337,1.0689973238527288,446913600
2000-03-27,1.0474209785461426,1.0863533370550469,1.0272508233700763,1.0328801256688955,279182400
2000-03-28,1.0441373586654663,1.0657137545974322,1.0291265592014314,1.0300646590157374,202966400
2000-03-29,1.0202152729034424,1.0464828786306208,1.0043841064588825,1.0460139287603085,239836800
2000-03-30,0.9437577724456787,1.0333491484237614,0.9414125219143985,1.0023904385692728,414400000
2000-03-31,1.0192768573760986,1.0300646038511725,0.945633420620879,0.9564220689222588,404633600
2000-04-03,1.000514268875122,1.0469520344742822,0.971432459973203,1.0169313237072464,328563200
2000-04-04,0.9554843306541443,0.9981689883005488,0.8762124657288188,0.9953547881465534,660329600
2000-04-05,0.978468656539917,0.9972308587722305,0.9306238484323192,0.9491514755403238,457665600
2000-04-06,0.9395362734794617,1.0094266321427732,0.9249945200438531,0.9803448287217906,259627200
2000-04-07,0.9887871146202087,0.989725114183838,0.9418811242633593,0.9550149218067849,242435200
2000-04-10,0.9381283521652222,0.9962928627189835,0.9362522521783184,0.9883184106943206,212262400
2000-04-11,0.8963820934295654,0.9371905633455915,0.8860624879430145,0.9268718596859641,541822400
2000-04-12,0.819923996925354,0.8930983974720121,0.7870899479315321,0.8930983974720121,941136000
2000-04-13,0.8541660904884338,0.9006038434739876,0.8142956386261679,0.8368109902305316,529827200
2000-04-14,0.8396251797676086,0.8855930304753591,0.8180478783109159,0.8203930781471864,667620800
2000-04-17,0.9296855330467224,0.9301545829837609,0.8185168401556091,0.8218009412368885,409561600
2000-04-18,0.9522005915641785,0.9522005915641785,0.8959123086563474,0.9268710997324915,390924800
2000-04-19,0.9090465903282166,0.9775298043181334,0.8987269877864179,0.9470409485888122,520150400
2000-04-20,0.8921605348587036,0.936252345970022,0.8785576813076672,0.928278694770242,722120000
2000-04-24,0.9043562412261963,0.9043562412261963,0.8612025349373147,0.8630786349107202,443620800
2000-04-25,0.9629889130592346,0.9662729648345438,0.9160829059639762,0.9165519560146329,391641600
2000-04-26,0.9104538559913635,0.96064382303007,0.9006041038936267,0.9503242191796394,366912000
2000-04-27,0.9512619972229004,0.9531389987264764,0.8749220854940996,0.8794955481583221,326603200
2000-04-28,0.9310927391052246,0.9568913918036697,0.910453636581156,0.9540771919115068,249580800
2000-05-01,0.9329688549041748,0.9390671057771792,0.9146757055322404,0.937190104259686,226195200
2000-05-02,0.8846548199653625,0.947509614705224,0.8818406205946415,0.9249943162895966,236432000
2000-05-03,0.8635477423667908,0.9099847018486581,0.8377491866029522,0.8926295484545904,489798400
2000-05-04,0.8307124972343445,0.8649545416788533,0.8297743974643834,0.8640164419088923,399515200
2000-05-05,0.8490069508552551,0.8612026545066962,0.8309474194178432,0.831650944480178,284076800
2000-05-08,0.8264913558959961,0.8532279559511079,0.8255532559474683,0.8412667306941367,184900800
2000-05-09,0.7913112640380859,0.8349348159940236,0.7870899645263718,0.8278984650828118,327140800
2000-05-10,0.7453435063362122,0.7880281648602148,0.7411213542932447,0.7809918126053917,535091200
2000-05-11,0.7716107964515686,0.7823994446468825,0.7429980525083775,0.7608221983577156,499744000
2000-05-12,0.807729184627533,0.8293056358372547,0.7862687684365656,0.7955334833040362,306913600
2000-05-15,0.7580081820487976,0.8110123841218632,0.7514408308625365,0.8110123841218632,678932800
2000-05-16,0.7931874394416809,0.8185169407790928,0.7711419894878025,0.7843926267873597,440451200
2000-05-17,0.7608224749565125,0.7781775772379168,0.7533170729716235,0.7777085271899706,398092800
2000-05-18,0.7561320662498474,0.7875590182472535,0.7551939662265728,0.7730181171761686,373777600
2000-05-19,0.7054730653762817,0.7448744717902119,0.7007818634819515,0.7448744717902119,740667200
2000-05-22,0.6749834418296814,0.703597053484752,0.6454325816209422,0.703597053484752,755507200
2000-05-23,0.6440252661705017,0.7007817670327885,0.6426181663235542,0.6792053676207427,517585600
2000-05-24,0.6580971479415894,0.6735760987257444,0.622917044803349,0.6468394969008215,678462400
2000-05-25,0.654930830001831,0.6953879770407156,0.6454324908605688,0.664195545933001,406750400
2000-05-26,0.648246705532074,0.6745143118584723,0.6398041046293995,0.6604424085273206,181148800
